shipinfo,发电机功率,主机平均转速,增压器转速,气缸排气量,气缸冷却水温度,燃料油量,柴油量,活塞冷却水温度,机油温度,减速箱油压,增压器压强,海水温度,机舱温度,发动机状态,增压器状态,气缸状态,油箱状态,更新时间
413327668,18.735,3767.3,6164.5,18.744,21.548,1210.6,730.33,51.515,78.072,78.598,67.679,30.081,25.811,良,良,中,中,2019-04-17/23/44
413327669,24.176,2924.0,2821.9,40.864,23.553,1078.7,1084.8,52.422,84.982,81.300,65.112,31.610,25.973,良,中,良,良,2019-04-17/23/44
413327671,29.242,3009.7,3667.6,15.836,20.113,692.98,758.43,41.443,75.016,64.229,63.876,32.175,30.396,良,中,中,良,2019-04-17/23/44
413327672,29.709,2142.8,6049.6,46.551,30.153,1273.3,635.76,51.823,78.958,53.641,65.423,30.682,32.585,中,中,良,良,2019-04-17/23/44
413327673,27.246,3896.6,4396.3,10.276,21.033,1273.1,1026.1,55.723,74.957,72.996,52.830,31.820,27.796,良,良,中,优,2019-04-17/23/44
413327674,19.308,2370.1,4969.7,48.881,24.059,699.66,591.03,39.903,74.782,59.099,55.309,34.806,36.713,良,中,中,优,2019-04-17/23/44
413327675,18.863,3549.8,4687.3,38.479,20.740,741.26,392.95,38.754,86.477,71.424,89.226,34.332,31.277,中,中,中,中,2019-04-17/23/44
413327676,11.150,3074.6,4214.0,38.354,30.297,1123.2,933.13,51.795,82.344,53.747,78.493,34.997,25.213,中,良,中,中,2019-04-17/23/44
413327677,14.613,2355.9,3429.4,21.098,21.340,1445.9,479.79,53.715,75.653,83.813,61.756,37.663,27.959,良,优,差,优,2019-04-17/23/44
413327678,14.595,3689.4,2380.3,10.603,21.128,854.02,671.94,43.799,77.973,62.945,53.089,24.624,39.413,优,良,良,差,2019-04-17/23/44
413327679,11.332,2735.3,5991.9,19.929,22.950,1051.3,788.20,48.908,85.045,81.907,58.326,33.214,29.580,良,中,良,中,2019-04-17/23/44
413327680,29.030,4036.2,4965.1,27.058,22.243,859.37,1054.7,47.734,87.616,80.459,83.284,21.054,33.943,优,差,中,良,2019-04-17/23/44
413327690,16.479,3934.2,5106.9,46.704,31.954,617.71,606.22,38.416,82.121,71.845,56.064,21.675,37.832,中,良,优,良,2019-04-17/23/44
413327720,16.189,3088.0,6370.7,47.314,23.703,1065.3,518.72,46.493,73.661,73.332,82.443,35.633,32.930,差,良,中,优,2019-04-17/23/44
413327751,13.343,2394.3,6483.8,35.135,25.598,941.95,1039.1,49.230,71.158,72.248,75.791,22.608,28.556,良,中,良,中,2019-04-17/23/44
413327760,25.144,2222.7,4639.1,20.657,20.125,1486.5,1342.3,63.153,80.550,85.860,63.876,22.485,36.818,优,中,中,中,2019-04-17/23/44
413327770,21.384,3219.3,6702.0,28.063,26.846,1149.3,1272.9,55.715,83.070,75.744,101.63,24.077,33.611,良,中,中,良,2019-04-17/23/44
413327780,10.551,2679.9,3280.5,41.014,27.912,853.23,972.79,46.792,88.426,87.453,65.517,25.888,26.039,中,中,中,中,2019-04-17/23/44
413327783,29.010,6161.9,3008.6,15.654,21.431,1323.2,1424.6,60.71,71.631,54.769,65.690,25.290,39.052,中,中,良,良,2019-04-17/23/44
413327785,11.566,3532.1,4682.5,17.399,22.680,730.95,219.35,36.812,76.088,80.915,54.024,34.380,25.195,良,良,中,良,2019-04-17/23/44
413327787,29.361,3134.0,3857.8,12.477,20.561,1424.5,405.39,52.543,89.640,87.267,61.558,27.664,30.420,差,良,良,中,2019-04-17/23/44
413327797,14.235,3035.4,6922.9,39.020,22.774,1041.9,1168.6,52.524,77.078,51.575,77.141,32.628,25.876,良,中,中,良,2019-04-17/23/44
413327810,23.358,4555.0,5650.5,47.006,23.005,529.82,564.52,36.241,75.459,68.166,77.024,21.455,38.968,中,中,良,优,2019-04-17/23/44
413327830,18.602,2198.7,6885.6,37.293,30.479,1065.8,1106.0,52.376,80.306,88.801,85.850,21.084,35.134,中,中,优,良,2019-04-17/23/44
413327831,11.152,3304.5,4066.4,43.495,20.222,1327.4,686.62,53.414,83.481,80.695,58.173,27.506,38.468,良,良,良,良,2019-04-17/23/44
413327840,20.090,2882.5,3742.3,44.903,32.097,520.64,593.54,36.348,73.949,67.732,63.501,36.334,36.585,良,中,良,良,2019-04-17/23/44
413327888,23.051,4390.6,3860.8,24.244,21.060,1279.5,974.52,55.335,70.689,54.939,56.561,27.260,35.237,中,良,良,良,2019-04-17/23/44
413327898,11.192,3364.6,5630.7,29.425,22.900,1157.5,857.63,51.726,80.987,65.853,52.336,26.409,39.761,中,良,良,良,2019-04-17/23/44
413327917,23.423,3667.4,5609.4,35.797,27.175,510.31,557.04,35.776,87.493,58.055,59.420,22.191,37.554,良,良,中,良,2019-04-17/23/44
413327920,13.563,3285.9,3325.8,33.029,29.663,568.83,717.61,38.552,88.501,52.590,70.075,27.941,35.728,中,良,良,中,2019-04-17/23/44
413327925,23.214,4848.2,6989.3,15.232,23.191,823.45,338.88,39.857,84.565,70.473,95.051,23.310,26.837,良,良,良,中,2019-04-17/23/44
413327930,18.147,3714.4,6361.7,41.129,26.956,1393.7,732.21,55.196,78.535,74.065,87.400,27.908,27.263,中,良,良,良,2019-04-17/23/44
413327933,16.282,3832.2,4487.2,25.855,25.919,1461.6,1591.4,65.146,84.652,89.199,86.624,31.946,34.857,中,良,良,优,2019-04-17/23/44
413327983,17.948,2235.0,4083.3,40.420,25.424,800.31,692.69,42.933,86.159,74.941,79.376,32.667,36.918,良,中,良,良,2019-04-17/23/44
413328000,17.878,2746.9,6423.6,11.572,21.830,662.87,421.92,37.476,71.268,64.516,56.041,24.913,38.985,良,差,良,良,2019-04-17/23/44
413328040,23.676,3952.4,6401.2,28.155,26.832,654.75,275.43,35.849,70.636,66.420,72.888,20.812,32.507,中,中,良,差,2019-04-17/23/44
413328061,28.586,3338.8,2829.3,22.979,23.050,1496.1,286.17,52.783,80.198,78.705,66.780,28.278,38.463,中,良,差,中,2019-04-17/23/44
413328110,19.439,4040.8,2183.4,24.485,27.924,870.30,479.79,42.203,86.501,84.150,64.344,20.013,35.838,中,良,中,优,2019-04-17/23/44
413328130,21.059,3049.6,4603.8,33.874,25.650,778.95,621.88,41.797,86.105,72.578,52.405,34.717,35.240,良,良,良,中,2019-04-17/23/44
413328140,23.859,2249.5,6867.6,18.491,21.403,1108.0,756.56,49.725,75.318,50.650,55.479,32.881,38.851,差,中,良,良,2019-04-17/23/44
413328143,18.652,3066.8,4448.4,25.357,26.594,1208.9,1181.4,55.992,76.039,85.011,83.319,24.555,33.075,优,中,中,良,2019-04-17/23/44
413328150,25.143,5073.8,3107.9,49.186,30.629,736.77,545.49,40.190,71.146,53.332,70.673,26.882,32.276,中,差,中,中,2019-04-17/23/44
413328155,14.214,3130.5,6537.0,47.224,22.471,699.72,404.69,38.041,83.484,85.321,65.918,28.147,38.024,中,差,中,中,2019-04-17/23/44
413328160,14.192,3622.7,3783.8,15.855,20.382,841.04,652.05,43.341,71.890,58.243,63.226,25.204,31.310,中,中,良,良,2019-04-17/23/44
413328161,15.975,2981.6,2978.0,37.272,29.821,649.84,458.73,37.584,85.449,54.880,63.682,36.318,31.027,优,差,良,中,2019-04-17/23/44
413328170,14.275,3096.3,5241.8,18.193,21.813,510.34,642.16,36.628,81.932,81.138,55.298,29.340,33.468,良,优,中,中,2019-04-17/23/44
413328174,23.544,4069.8,4580.5,29.083,26.871,1327.3,1401.9,60.565,80.408,88.333,60.112,31.400,26.292,良,中,良,良,2019-04-17/23/44
413328175,28.975,4683.6,5696.7,12.884,20.423,651.13,412.97,37.152,86.165,68.589,84.504,21.059,32.363,良,良,中,中,2019-04-17/23/44
413328179,18.947,3947.9,5814.5,47.012,23.075,1039.5,781.17,48.601,71.999,70.646,80.432,20.781,25.351,中,中,中,中,2019-04-17/23/44
413328184,22.139,3527.2,6642.0,17.562,20.982,878.62,221.72,39.789,89.788,88.273,50.829,35.437,34.543,优,良,良,中,2019-04-17/23/44
413328186,10.846,2969.2,6437.8,36.565,27.341,1153.5,531.38,48.383,71.325,50.030,84.189,36.819,31.321,良,良,中,良,2019-04-17/23/44
413328188,25.386,4802.4,5223.4,41.753,23.814,1056.5,420.93,45.339,89.834,60.412,81.761,38.330,25.783,优,良,良,优,2019-04-17/23/44
413328220,26.818,3306.2,5483.8,38.540,29.442,740.20,209.07,36.894,71.658,58.211,81.359,27.377,25.392,优,差,良,中,2019-04-17/23/44
413328230,21.676,4790.1,4155.4,13.363,22.713,787.04,462.46,40.365,84.297,55.907,61.162,34.173,30.174,中,中,优,良,2019-04-17/23/44
413328280,11.215,2407.1,2537.4,14.498,21.615,559.70,403.37,35.227,86.502,67.214,68.325,30.423,26.727,中,中,中,中,2019-04-17/23/44
413328320,15.387,2092.4,3274.5,17.943,20.764,1312.0,420.77,50.447,89.875,76.850,73.746,25.735,39.708,差,中,中,中,2019-04-17/23/44
413328330,15.774,3528.2,2524.4,29.117,26.605,527.75,406.15,34.616,78.693,88.107,64.461,32.249,36.706,良,中,中,优,2019-04-17/23/44
413328337,16.591,4256.6,3792.4,25.144,25.060,1098.3,399.20,45.958,76.911,73.833,69.918,30.080,36.663,中,中,中,中,2019-04-17/23/44
413328338,23.837,3239.8,3653.8,44.865,33.966,749.33,882.31,43.809,72.794,51.809,59.153,37.018,30.378,良,良,良,良,2019-04-17/23/44
413328339,17.879,2935.3,4907.7,19.657,26.007,1110.0,778.12,49.981,74.341,88.693,82.049,21.895,28.451,中,良,良,差,2019-04-17/23/44
413328340,25.046,4157.1,4536.8,35.434,23.225,790.32,362.17,39.428,75.917,70.430,64.173,37.892,31.470,中,良,中,中,2019-04-17/23/44
413328341,16.636,3393.9,2906.6,43.121,26.791,1033.2,868.74,49.351,78.570,71.184,65.735,22.280,38.576,中,差,中,良,2019-04-17/23/44
413328344,25.823,3385.1,3354.7,39.758,25.942,1325.1,263.77,49.139,88.051,71.439,61.067,33.577,37.253,良,良,差,优,2019-04-17/23/44
413328347,13.963,3424.7,5722.1,13.674,22.118,612.30,553.07,37.776,80.939,74.639,60.632,39.119,34.764,中,良,中,差,2019-04-17/23/44
413328350,21.255,2304.3,5640.9,12.877,20.187,932.69,533.50,43.988,74.023,56.363,93.965,27.592,35.793,优,中,中,中,2019-04-17/23/44
413328352,10.395,2535.7,5640.5,38.516,27.020,654.26,224.00,35.325,84.479,55.330,76.228,27.155,33.699,中,良,良,良,2019-04-17/23/44
413328373,22.101,2065.0,4251.9,46.312,27.776,1010.5,737.88,47.588,77.023,70.674,83.979,34.761,37.854,中,良,优,中,2019-04-17/23/44
413328380,27.592,5898.5,3594.4,43.044,22.277,1445.4,1056.3,59.471,72.363,75.257,66.941,37.780,32.342,中,良,良,中,2019-04-17/23/44
413328381,14.855,2855.9,2772.1,38.445,32.772,1462.9,412.80,53.386,87.924,80.730,69.211,21.055,35.949,中,中,优,中,2019-04-17/23/44
413328382,12.502,2500.2,2294.4,15.354,23.479,1391.8,1337.9,61.215,84.978,79.159,59.222,32.212,37.439,良,良,良,良,2019-04-17/23/44
413328410,20.097,2046.1,3409.5,20.493,22.028,775.56,332.96,38.840,83.301,62.967,76.781,37.193,25.101,中,优,良,良,2019-04-17/23/44
413328430,20.959,3093.9,4287.0,47.432,20.849,1207.8,808.69,52.242,78.201,83.703,79.631,36.258,25.739,良,中,良,优,2019-04-17/23/44
413328440,20.786,4910.3,6664.6,40.397,24.499,673.31,349.49,36.961,76.198,59.211,88.076,35.143,38.902,中,良,差,中,2019-04-17/23/44
413328450,15.273,2230.7,3479.6,16.479,20.322,1351.2,528.29,52.306,76.767,66.536,57.457,35.541,36.296,中,中,差,中,2019-04-17/23/44
413328478,29.085,2979.1,6550.9,44.745,23.884,647.73,778.13,40.735,72.110,76.633,84.295,26.624,26.240,良,良,良,良,2019-04-17/23/44
413328510,24.249,2591.6,3789.5,46.470,20.358,1319.9,1347.4,59.872,83.489,81.665,64.442,28.290,28.248,中,中,良,良,2019-04-17/23/44
413328529,29.346,5292.7,3765.9,46.587,22.033,748.12,444.89,39.411,88.622,50.340,83.456,38.235,35.526,良,中,中,中,2019-04-17/23/44
413328540,27.288,5126.7,6410.8,35.183,23.746,1485.7,811.91,57.833,70.485,67.023,55.531,23.783,25.566,良,良,中,中,2019-04-17/23/44
413328550,21.368,3766.4,5542.7,23.568,24.380,692.90,405.66,37.914,73.534,51.552,66.638,24.810,36.139,中,良,良,良,2019-04-17/23/44
413328570,22.486,3909.6,5522.5,18.380,23.800,658.46,411.38,37.283,86.778,81.915,95.643,32.873,32.231,优,中,良,良,2019-04-17/23/44
413328580,18.460,2668.9,4155.8,11.351,20.322,1333.1,536.98,52.031,86.732,73.134,50.615,23.638,37.046,良,差,良,优,2019-04-17/23/44
413328610,11.199,2062.1,2188.3,10.092,23.335,1209.5,345.35,47.643,70.939,88.590,51.216,21.927,33.591,良,良,中,中,2019-04-17/23/44
413328629,18.910,2831.5,3744.4,11.857,20.037,696.06,290.19,36.823,88.553,57.074,81.962,21.560,30.062,良,中,中,中,2019-04-17/23/44
413328660,14.416,2045.4,4607.3,28.056,24.973,929.66,365.88,42.251,87.291,74.023,71.358,29.738,30.620,良,中,中,良,2019-04-17/23/44
413328670,29.958,2158.4,2323.1,42.986,26.999,651.88,313.35,36.171,78.171,80.582,57.966,28.996,29.121,良,良,良,中,2019-04-17/23/44
413328720,12.995,2580.2,4683.0,27.738,28.191,762.77,399.97,39.255,82.415,81.351,72.325,29.106,25.423,中,差,中,良,2019-04-17/23/44
413328727,18.778,2030.7,3109.7,35.205,30.875,1475.0,1211.4,61.614,81.532,77.924,65.079,26.521,31.921,中,良,良,中,2019-04-17/23/44
413328750,12.635,3607.2,5376.0,48.628,22.075,1161.7,1257.1,55.805,78.629,67.408,79.671,34.723,35.661,良,中,良,中,2019-04-17/23/44
413328768,14.999,3672.2,2554.1,40.879,20.764,1298.6,1114.0,57.111,89.771,54.697,63.753,31.142,32.048,良,良,良,中,2019-04-17/23/44
413328818,27.863,5238.9,4664.0,38.532,24.263,1031.3,614.60,46.772,74.405,89.895,85.500,32.974,39.257,良,中,良,优,2019-04-17/23/44
413328820,19.177,3906.9,3884.8,36.593,25.125,962.14,270.98,41.952,81.305,55.143,52.777,22.466,28.342,良,中,良,良,2019-04-17/23/44
413328830,28.487,2671.1,5879.3,11.402,21.401,673.73,579.57,39.270,70.688,74.081,91.660,36.565,29.793,中,良,良,良,2019-04-17/23/44
413328841,12.922,2109.4,6964.0,30.061,23.968,798.44,628.25,42.251,73.606,81.947,52.406,21.168,38.128,中,中,良,优,2019-04-17/23/44
413328850,17.198,2935.4,4436.9,45.931,24.264,697.31,213.63,36.082,81.643,65.090,81.980,27.298,26.285,良,中,良,优,2019-04-17/23/44
413328860,18.469,4620.6,5190.8,49.313,23.612,798.41,333.79,39.306,85.334,72.792,64.707,28.365,36.680,中,良,良,良,2019-04-17/23/44
413328861,22.663,4777.8,2556.7,24.922,21.194,1324.9,1145.7,57.955,87.177,80.893,65.112,35.161,39.699,中,优,中,优,2019-04-17/23/44
413328870,19.416,4707.2,4474.3,47.866,26.247,977.57,713.51,46.686,83.193,71.254,59.684,34.487,33.541,中,中,中,中,2019-04-17/23/44
413328880,29.604,4460.1,3006.3,37.629,25.160,1280.9,610.54,51.723,82.321,57.092,76.381,27.141,29.790,良,差,中,良,2019-04-17/23/44
413328888,23.023,5444.9,5629.1,13.769,23.590,1062.5,915.03,50.400,77.898,60.488,87.617,25.444,35.623,良,良,良,中,2019-04-17/23/44
413328890,17.084,4236.5,5218.5,46.058,21.919,589.29,346.08,35.246,89.388,87.519,70.521,34.286,33.150,优,中,良,中,2019-04-17/23/44
413328920,28.073,2908.5,6331.5,25.717,25.471,939.85,1069.4,49.491,79.506,75.751,57.547,25.464,30.785,良,中,中,中,2019-04-17/23/44
413328940,18.907,4187.5,4866.3,13.543,20.374,599.17,549.31,37.476,89.519,66.012,54.268,39.042,33.966,良,中,中,良,2019-04-17/23/44
413328950,24.617,3201.6,2380.5,21.852,25.512,669.88,769.82,41.095,80.510,52.680,68.408,32.034,30.643,优,中,优,良,2019-04-17/23/44
413328980,27.253,2635.4,2378.2,40.855,30.355,1269.8,402.83,49.424,74.152,75.302,70.708,33.549,31.465,良,良,中,良,2019-04-17/23/44
413329002,15.033,2527.7,3584.6,10.707,21.581,1377.6,940.54,56.957,88.776,75.232,67.785,36.740,33.649,中,良,中,良,2019-04-17/23/44
413329030,23.670,2467.6,4942.8,29.580,20.630,608.41,729.26,39.460,82.522,59.195,68.719,29.461,33.882,良,良,良,良,2019-04-17/23/44
413329040,11.731,2545.9,5358.1,23.073,26.181,1152.8,774.87,50.804,88.178,82.524,58.818,29.468,31.203,良,良,良,中,2019-04-17/23/44
413329050,10.383,2374.3,2390.0,13.590,21.487,927.62,545.28,44.005,76.022,86.544,60.405,29.774,25.359,中,优,良,良,2019-04-17/23/44
413329070,28.170,2184.1,4715.1,36.856,27.753,812.90,382.78,40.085,83.406,87.760,86.304,33.327,36.300,良,良,中,差,2019-04-17/23/44
413329090,15.113,3007.2,4430.7,36.375,31.129,1328.9,1470.2,61.28,82.127,81.561,78.293,26.687,37.421,中,中,中,中,2019-04-17/23/44
413329110,22.956,2132.1,5424.7,41.646,27.156,1360.9,982.76,57.045,80.013,73.579,83.775,30.715,32.891,良,中,中,良,2019-04-17/23/44
413329130,18.849,4327.3,6792.2,21.227,25.400,897.93,1086.0,48.818,70.353,61.143,63.313,39.406,27.490,良,中,中,中,2019-04-17/23/44
413329140,23.721,5438.9,2371.9,23.851,27.215,921.81,331.23,41.748,87.551,88.057,68.278,21.425,33.177,中,中,良,中,2019-04-17/23/44
413329170,11.782,3620.4,4021.4,47.709,22.039,702.31,363.33,37.679,88.078,56.608,72.123,37.864,30.956,中,差,中,中,2019-04-17/23/44
413329180,10.810,2633.1,3036.5,32.772,22.620,1137.7,260.22,45.356,82.585,84.457,66.423,36.871,26.918,中,中,良,中,2019-04-17/23/44
413325501,23.203,4406.5,6856.6,23.010,24.334,1034.9,481.82,45.516,84.589,89.844,84.403,28.614,36.579,良,良,良,中,2019-04-17/23/44
413325504,20.864,3404.8,6659.0,11.819,21.478,939.66,608.72,44.880,79.733,84.277,71.102,36.310,25.208,中,中,良,中,2019-04-17/23/44
413325510,29.422,5352.7,6800.8,38.418,28.930,742.84,886.47,43.721,77.659,52.274,88.287,21.228,30.344,中,差,良,中,2019-04-17/23/44
413325522,12.453,3722.0,3184.0,44.237,27.773,1158.2,805.84,51.222,87.679,77.793,66.480,32.708,33.167,差,良,良,良,2019-04-17/23/44
413329230,26.316,5027.1,3076.5,45.518,27.878,1194.4,358.17,47.469,77.236,82.893,62.387,35.705,29.720,良,良,中,良,2019-04-17/23/44
413329240,14.093,3353.2,6189.4,13.053,21.288,1382.1,332.93,50.971,70.311,56.089,69.063,38.865,35.337,中,中,良,良,2019-04-17/23/44
413325555,26.490,5169.0,6654.6,23.902,20.589,621.33,662.47,39.051,86.315,67.351,106.75,37.540,33.917,中,中,中,中,2019-04-17/23/44
413325559,13.869,2658.0,4187.3,46.471,29.621,508.30,355.06,33.716,87.531,57.061,52.241,22.106,33.208,差,中,中,中,2019-04-17/23/44
413325560,15.775,4041.4,2097.6,28.026,26.834,1207.9,983.56,53.993,82.183,81.073,60.346,31.716,30.764,良,差,差,良,2019-04-17/23/44
413329270,10.511,2162.2,4004.9,33.552,24.359,1214.6,454.44,48.836,86.007,61.733,51.746,39.809,34.365,中,良,良,良,2019-04-17/23/44
413325570,16.281,2970.6,6247.0,40.754,24.839,1447.5,706.54,56.015,87.866,55.444,84.095,32.566,36.049,良,中,中,中,2019-04-17/23/44
413329280,17.045,4105.3,4275.4,14.199,20.022,604.06,789.75,39.978,84.336,66.292,59.189,31.552,29.581,差,良,差,差,2019-04-17/23/44
413329281,20.481,2083.4,6053.7,43.306,28.636,1421.0,500.76,53.427,83.807,73.309,64.995,33.379,25.240,中,中,良,优,2019-04-17/23/44
413329282,17.624,4454.4,5224.2,27.505,25.212,578.09,739.11,38.952,79.926,56.636,60.026,35.484,32.349,中,优,中,中,2019-04-17/23/44
413329283,29.281,5053.6,2452.7,33.812,26.249,712.90,230.91,36.567,86.188,71.029,55.697,35.414,26.860,中,良,中,良,2019-04-17/23/44
413329284,12.667,2645.8,3485.8,23.370,22.994,1281.3,708.73,52.713,75.958,65.644,71.042,38.416,31.373,良,良,良,中,2019-04-17/23/44
413329285,11.794,3381.1,6594.7,37.172,29.726,1042.2,636.36,47.207,75.993,72.952,80.694,34.409,35.160,优,良,良,中,2019-04-17/23/44
413325578,20.839,2063.3,2285.2,41.755,32.861,772.67,550.24,40.955,74.567,85.977,66.979,27.596,28.111,良,良,良,良,2019-04-17/23/44
413329286,20.317,4046.0,6841.1,23.139,22.084,1127.9,1252.3,55.081,87.696,60.902,78.177,24.545,31.322,良,优,良,优,2019-04-17/23/44
413329287,26.485,3644.3,2961.0,22.360,21.694,695.31,656.92,40.475,84.685,66.642,51.645,35.307,38.376,中,良,中,良,2019-04-17/23/44
413329288,23.153,2619.7,6816.9,28.988,25.984,567.20,538.10,36.725,84.985,63.479,80.766,34.162,32.663,良,差,良,良,2019-04-17/23/44
413325580,16.056,3581.6,4574.3,15.142,22.724,738.20,633.64,41.100,81.471,58.112,79.067,27.104,30.596,良,良,良,良,2019-04-17/23/44
413329289,20.361,3268.1,6003.2,49.233,22.738,1035.9,755.73,48.275,84.561,89.553,98.862,21.997,38.787,良,良,中,中,2019-04-17/23/44
413325581,11.176,2438.1,5480.8,44.121,20.099,617.94,642.80,38.786,71.245,84.347,83.215,33.792,25.908,差,中,中,中,2019-04-17/23/44
413325582,11.098,3192.8,6695.8,34.343,30.616,1390.1,947.14,57.273,71.030,74.065,98.105,32.764,35.667,良,良,中,中,2019-04-17/23/44
413325583,22.240,4403.9,6225.8,40.926,29.377,1198.3,687.25,50.838,79.528,64.245,71.182,25.082,38.078,中,良,中,中,2019-04-17/23/44
413329291,21.558,4719.4,6014.6,12.261,21.626,968.43,527.14,44.64,78.035,69.676,72.145,25.096,28.954,中,中,中,良,2019-04-17/23/44
413329292,18.302,3105.0,5720.6,33.129,24.770,977.94,775.80,47.316,77.691,89.311,66.149,34.004,30.220,良,良,良,中,2019-04-17/23/44
413329293,10.368,3252.8,3008.5,39.869,26.763,508.65,369.30,33.866,87.908,62.496,50.460,27.314,36.029,差,中,中,良,2019-04-17/23/44
413329294,19.378,4441.1,4999.3,42.743,24.620,961.64,455.29,43.785,74.139,78.474,93.398,26.733,26.521,良,良,良,中,2019-04-17/23/44
413325587,22.504,2071.6,4990.6,12.697,20.344,785.19,688.77,42.591,74.174,67.899,77.601,34.500,39.045,中,中,中,差,2019-04-17/23/44
413329295,15.162,3334.7,6263.9,42.453,21.411,1353.7,606.13,53.135,71.462,85.345,84.009,21.285,36.170,良,良,优,良,2019-04-17/23/44
413329296,11.419,3458.6,4670.1,14.388,21.271,1238.5,831.10,53.080,80.078,77.986,87.555,37.206,38.862,中,中,良,中,2019-04-17/23/44
413325589,19.140,4049.9,4838.7,45.609,28.415,1458.7,1184.0,61.013,72.980,55.834,86.389,25.658,26.601,良,良,良,良,2019-04-17/23/44
413329297,28.222,5989.4,6642.0,49.496,29.380,1169.1,1185.5,55.236,85.366,85.822,78.033,25.102,39.243,良,差,良,中,2019-04-17/23/44
413325590,23.240,2955.0,5721.3,46.685,30.126,870.05,555.69,42.957,78.120,89.593,88.383,30.642,31.500,良,良,良,良,2019-04-17/23/44
413329298,18.485,3794.5,2889.7,21.998,23.872,504.32,540.52,35.491,73.902,73.793,70.616,26.443,26.119,中,中,优,中,2019-04-17/23/44
413329299,21.994,3013.6,4432.4,10.396,22.924,1145.3,801.61,50.922,73.978,68.346,60.954,30.079,32.985,优,中,中,中,2019-04-17/23/44
413329300,21.067,4251.0,4155.3,25.741,23.101,1462.8,1545.4,64.710,85.980,60.727,72.302,35.511,35.581,良,良,良,良,2019-04-17/23/44
413329301,23.789,2998.7,4171.5,29.642,27.690,828.39,726.24,43.830,72.266,55.047,83.838,27.788,35.180,中,良,良,中,2019-04-17/23/44
413329302,20.168,4879.7,2488.3,19.507,23.031,1016.6,1174.9,52.081,82.728,52.031,68.355,34.824,37.052,优,良,中,中,2019-04-17/23/44
413329304,27.838,3933.7,5628.8,23.486,24.401,1183.1,1265.3,56.315,74.926,82.504,99.343,32.579,29.109,良,良,优,中,2019-04-17/23/44
413329305,24.243,2339.3,3438.8,49.682,29.174,1276.8,390.89,49.444,88.884,88.365,69.346,35.758,30.273,中,中,差,优,2019-04-17/23/44
413329306,18.904,2495.1,2960.9,13.905,22.791,632.11,768.12,40.323,84.518,55.204,72.467,31.892,39.711,中,良,中,良,2019-04-17/23/44
413325599,18.442,4300.0,5175.3,45.319,32.228,656.56,731.22,40.443,79.336,62.286,92.378,27.939,33.963,中,中,中,中,2019-04-17/23/44
413329307,22.562,3889.8,3869.1,23.673,27.373,1284.4,556.32,51.251,76.828,73.127,68.818,30.846,38.252,良,良,良,优,2019-04-17/23/44
413325600,14.931,2601.9,3804.6,44.626,21.614,1389.1,462.88,52.410,75.769,62.738,67.277,32.636,38.408,良,优,良,中,2019-04-17/23/44
413329308,17.427,3319.6,6774.9,20.911,23.319,797.68,310.02,39.053,79.081,55.798,70.353,23.175,34.620,良,良,中,差,2019-04-17/23/44
413325601,20.826,2647.7,3050.1,30.511,28.038,1266.4,761.52,52.943,72.229,83.700,50.784,20.879,30.372,中,中,中,差,2019-04-17/23/44
413329309,19.271,3542.2,6587.1,28.280,23.835,993.38,919.70,49.064,75.450,64.179,78.536,24.258,36.033,良,良,差,差,2019-04-17/23/44
413325602,15.641,3881.0,4925.0,41.343,22.129,862.51,789.00,45.140,72.612,75.450,58.259,25.158,35.701,中,中,良,中,2019-04-17/23/44
413329310,20.865,4826.8,4908.2,37.611,32.233,710.32,452.17,38.728,85.024,69.458,51.469,30.235,36.252,中,中,良,良,2019-04-17/23/44
413325603,24.411,2875.6,5528.5,22.420,20.749,979.34,270.26,42.289,82.450,86.850,87.272,33.932,27.758,中,中,良,中,2019-04-17/23/44
413329311,16.913,3412.9,4244.1,40.874,30.762,1382.1,641.68,54.058,80.710,75.339,66.707,32.439,34.169,良,差,优,良,2019-04-17/23/44
413329312,25.132,3714.9,4044.4,44.539,21.415,934.72,722.81,45.922,70.834,53.645,57.452,20.876,34.366,良,良,优,良,2019-04-17/23/44
413325605,18.274,4522.8,5600.0,25.204,28.255,680.16,483.83,38.441,86.603,71.502,58.138,33.472,33.593,中,良,中,良,2019-04-17/23/44
413329313,19.862,3473.8,3854.9,46.987,31.422,703.54,450.89,38.579,79.208,71.930,77.188,39.493,33.777,中,优,良,中,2019-04-17/23/44
413329314,27.827,3503.4,5661.6,48.924,27.481,695.25,729.32,41.198,80.695,81.436,61.833,23.858,36.060,中,中,差,差,2019-04-17/23/44
413329315,12.020,2204.2,3416.2,20.392,22.657,894.54,541.11,43.301,84.048,77.684,53.958,29.066,28.630,中,优,中,中,2019-04-17/23/44
413329316,20.032,4975.6,3187.9,41.139,22.630,678.60,795.94,41.531,72.710,80.296,76.097,20.546,35.757,中,良,差,良,2019-04-17/23/44
413329317,28.087,2469.0,4354.8,33.884,27.334,1118.1,673.33,49.095,71.206,75.971,82.811,26.162,25.944,差,差,优,中,2019-04-17/23/44
413325610,23.322,5204.5,5014.0,16.617,21.204,1324.8,808.36,54.579,79.568,58.401,50.579,32.026,36.269,良,良,良,良,2019-04-17/23/44
413329318,10.612,2849.2,3751.4,10.087,21.752,1012.2,738.83,47.632,81.081,75.837,74.340,32.107,25.714,良,中,良,良,2019-04-17/23/44
